58, Self-emp-not-inc, 165315, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 35, United-States, >50K
54, Local-gov, 169785, Masters, 14, Widowed, Prof-specialty, Unmarried, White, Female, 0, 0, 38, United-States, <=50K
45, Self-emp-not-inc, 118081, Some-college, 10, Married-civ-spouse, Other-service, Husband, White, Male, 3103, 0, 42, United-States, <=50K
33, Private, 67006, 10th, 6, Never-married, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K
45, Self-emp-inc, 155664, 5th-6th, 3, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, ?, >50K
48, Private, 209182, Preschool, 1, Separated, Other-service, Unmarried, White, Female, 0, 0, 40, El-Salvador, <=50K
31, Private, 259931, 7th-8th, 4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
39, Private, 248694, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K
26, Private, 354784, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 20, United-States, <=50K
31, Private, 446358, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, Mexico, <=50K
40, Local-gov, 101795, HS-grad, 9, Never-married, Protective-serv, Not-in-family, White, Male, 0, 0, 42, United-States, <=50K
29, Self-emp-not-inc, 29616, HS-grad, 9, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 65, United-States, <=50K
30, Private, 163003, Bachelors, 13, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female, 0, 0, 52, Taiwan, <=50K
32, Private, 227931, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
55, Self-emp-inc, 141807, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, >50K
41, Self-emp-inc, 397280, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 72, ?, <=50K
52, Private, 188644, 5th-6th, 3, Married-spouse-absent, Craft-repair, Other-relative, White, Male, 0, 0, 40, Mexico, <=50K
18, Private, 57957, HS-grad, 9, Never-married, Sales, Own-child, White, Female, 0, 0, 15, United-States, <=50K
21, Private, 89154, 11th, 7, Never-married, Other-service, Own-child, White, Male, 0, 0, 42, El-Salvador, <=50K
45, Private, 200471, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 35, United-States, <=50K
42, State-gov, 304302, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States, <=50K
34, Private, 264651, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, >50K
45, Private, 168598, 12th, 8, Married-civ-spouse, Adm-clerical, Wife, Black, Female, 3103, 0, 40, United-States, >50K
41, Federal-gov, 34178, Bachelors, 13, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
18, Private, 167979, 11th, 7, Never-married, Sales, Own-child, White, Male, 0, 0, 15, United-States, <=50K
53, Local-gov, 248834, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 50, United-States, >50K
46, Private, 173243, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
27, Private, 209292, HS-grad, 9, Never-married, Sales, Other-relative, Black, Female, 0, 0, 32, Dominican-Republic, <=50K
21, Private, 212407, HS-grad, 9, Never-married, Machine-op-inspct, Other-relative, White, Male, 0, 0, 40, United-States, <=50K
67, Private, 64148, Some-college, 10, Divorced, Other-service, Unmarried, Black, Female, 0, 0, 41, United-States, <=50K
59, Private, 279232, 10th, 6, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, Puerto-Rico, <=50K
20, Private, 116830, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
30, Local-gov, 257796, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
20, Private, 250165, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
34, Private, 301591, HS-grad, 9, Never-married, Exec-managerial, Unmarried, White, Female, 0, 0, 35, United-States, <=50K
28, Private, 54243, HS-grad, 9, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K
54, Federal-gov, 35576, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
47, Private, 99911, 12th, 8, Married-spouse-absent, Exec-managerial, Not-in-family, White, Female, 0, 0, 55, United-States, <=50K
23, Private, 50953, Some-college, 10, Never-married, Tech-support, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
36, Private, 47310, HS-grad, 9, Never-married, Other-service, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K
29, Local-gov, 214385, 11th, 7, Divorced, Other-service, Unmarried, Black, Female, 0, 0, 20, United-States, <=50K
31, Private, 103435, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K
51, Private, 99987, 10th, 6, Separated, Machine-op-inspct, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
41, Local-gov, 235951, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
45, Private, 191703, HS-grad, 9, Never-married, Adm-clerical, Own-child, Black, Female, 0, 0, 40, United-States, <=50K
23, State-gov, 103588, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 25, United-States, <=50K
44, Private, 176063, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, <=50K
51, Private, 243361, Some-college, 10, Widowed, Adm-clerical, Unmarried, White, Female, 0, 0, 45, United-States, <=50K
25, Private, 458549, 1st-4th, 2, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 96, Mexico, <=50K
34, Private, 164280, 10th, 6, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, Portugal, <=50K
63, Private, 181929, HS-grad, 9, Widowed, Exec-managerial, Unmarried, White, Male, 0, 0, 50, United-States, >50K
36, Private, 177907, Bachelors, 13, Never-married, Other-service, Not-in-family, White, Male, 2176, 0, 20, ?, <=50K
34, Private, 134737, Assoc-voc, 11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
48, Private, 99096, Some-college, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 1590, 38, United-States, <=50K
36, Private, 317040, Assoc-voc, 11, Divorced, Adm-clerical, Unmarried, Black, Female, 0, 0, 54, United-States, <=50K
57, Self-emp-not-inc, 123778, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 48, United-States, <=50K
31, Federal-gov, 59732, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States, <=50K
18, Private, 252993, 12th, 8, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, Columbia, <=50K
41, Private, 394669, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 1741, 40, United-States, <=50K
23, Private, 259301, HS-grad, 9, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
36, Private, 31438, HS-grad, 9, Divorced, Transport-moving, Unmarried, White, Male, 0, 0, 43, ?, <=50K
21, Private, 43535, Some-college, 10, Never-married, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
28, Private, 76714, Prof-school, 15, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 55, United-States, >50K
61, Private, 539563, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K
33, Local-gov, 83671, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, Black, Female, 0, 0, 50, United-States, <=50K
79, Self-emp-not-inc, 158319, HS-grad, 9, Widowed, Other-service, Not-in-family, White, Female, 0, 0, 24, United-States, <=50K
26, Private, 255193, 11th, 7, Married-civ-spouse, Exec-managerial, Husband, White, Male, 3411, 0, 40, United-States, <=50K
37, Private, 219141, 11th, 7, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male, 7688, 0, 40, United-States, >50K
35, Private, 182467, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Wife, White, Female, 0, 0, 44, United-States, <=50K
34, Private, 168768, Assoc-acdm, 12, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K
28, Federal-gov, 298661, Bachelors, 13, Never-married, Tech-support, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K
42, Private, 340234, HS-grad, 9, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male, 15024, 0, 40, United-States, >50K
27, Private, 318639, 10th, 6, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 60, Mexico, <=50K
21, Private, 434102, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
46, Private, 171095, Assoc-acdm, 12, Divorced, Sales, Unmarried, White, Female, 0, 0, 38, United-States, <=50K
43, Private, 150528, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
49, Private, 30219, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 1669, 40, United-States, <=50K
34, Federal-gov, 190228, Bachelors, 13, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 1902, 48, United-States, >50K
27, Private, 169117, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, Black, Female, 0, 1887, 40, United-States, >50K
43, Private, 342567, Bachelors, 13, Married-spouse-absent, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
53, Private, 149784, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7688, 0, 40, United-States, >50K
24, Private, 329530, 9th, 5, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, Mexico, <=50K
59, Private, 97168, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
31, Private, 60229, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
23, Private, 177526, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
43, Private, 48193, Assoc-acdm, 12, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, <=50K
49, Private, 66385, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 5013, 0, 40, United-States, <=50K
42, Private, 223548, 7th-8th, 4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 30, Mexico, <=50K
21, Private, 294295, HS-grad, 9, Never-married, Adm-clerical, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
18, Private, 301762, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 25, United-States, <=50K
43, Federal-gov, 94937, Bachelors, 13, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
29, Private, 133625, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male, 0, 0, 40, United-States, <=50K
40, Private, 520586, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 39, United-States, <=50K
23, Private, 272185, Assoc-voc, 11, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 33, United-States, <=50K
33, Private, 245659, Some-college, 10, Separated, Other-service, Unmarried, White, Female, 0, 0, 38, El-Salvador, <=50K
39, Private, 179481, HS-grad, 9, Never-married, Tech-support, Not-in-family, White, Male, 4650, 0, 44, United-States, <=50K
37, ?, 172256, Some-college, 10, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 20, United-States, <=50K
26, Private, 385278, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, Black, Male, 0, 0, 60, United-States, <=50K
26, Self-emp-inc, 109240, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
50, Local-gov, 24139, Masters, 14, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 65, United-States, <=50K
55, Private, 419732, Some-college, 10, Divorced, Other-service, Unmarried, White, Female, 0, 0, 38, United-States, <=50K
17, Private, 121037, 12th, 8, Never-married, Sales, Own-child, White, Female, 0, 0, 15, United-States, <=50K
40, Private, 110028, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
56, Private, 204049, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 1848, 50, United-States, >50K
43, Private, 304175, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
46, Self-emp-not-inc, 225456, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
51, Local-gov, 108435, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
22, Private, 264874, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Female, 0, 0, 40, United-States, <=50K
19, ?, 124884, 9th, 5, Never-married, ?, Not-in-family, White, Female, 0, 0, 25, United-States, <=50K
43, Private, 225193, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
37, Local-gov, 272471, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
50, State-gov, 242517, Bachelors, 13, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
73, Private, 192740, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 30, United-States, <=50K
27, Private, 255582, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
43, State-gov, 242521, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
33, Private, 153151, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 4416, 0, 40, United-States, <=50K
29, Private, 87905, HS-grad, 9, Divorced, Other-service, Not-in-family, White, Male, 10520, 0, 40, United-States, >50K
37, Private, 177974, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 70, United-States, <=50K
41, Private, 314322, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, >50K
48, Private, 196107, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K
49, Private, 128132, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, >50K
40, Private, 153372, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K
44, Private, 245317, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 56, United-States, >50K
23, Self-emp-inc, 284651, Bachelors, 13, Divorced, Sales, Not-in-family, White, Female, 0, 0, 43, United-States, <=50K
41, Self-emp-inc, 93227, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 1977, 60, Taiwan, >50K
24, State-gov, 257621, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 20, United-States, <=50K
17, Private, 175024, 11th, 7, Never-married, Handlers-cleaners, Own-child, White, Male, 2176, 0, 18, United-States, <=50K
45, Self-emp-not-inc, 246891, Masters, 14, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
51, Private, 155403, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, Black, Female, 0, 0, 40, United-States, <=50K
63, Private, 318763, Some-college, 10, Divorced, Craft-repair, Unmarried, White, Male, 0, 0, 22, United-States, <=50K
31, Private, 227325, Some-college, 10, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
68, ?, 286869, 7th-8th, 4, Widowed, ?, Not-in-family, White, Female, 0, 1668, 40, ?, <=50K
39, Private, 181553, Bachelors, 13, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 55, United-States, <=50K
52, Private, 253784, 11th, 7, Divorced, Other-service, Unmarried, White, Female, 0, 0, 20, United-States, <=50K
30, Private, 402539, HS-grad, 9, Never-married, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
39, Private, 77146, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1887, 50, United-States, >50K
37, Private, 312766, HS-grad, 9, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
49, Federal-gov, 229376, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, >50K
51, Private, 313146, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
39, Private, 284166, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1902, 50, United-States, >50K
35, State-gov, 150488, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
43, Private, 113324, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1902, 40, United-States, >50K
39, Self-emp-not-inc, 109766, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 15024, 0, 50, United-States, >50K
27, Private, 240809, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 56, United-States, <=50K
65, Private, 115890, Bachelors, 13, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 20, United-States, <=50K
40, Private, 260761, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, Mexico, <=50K
