29, Private, 137063, HS-grad, 9, Never-married, Sales, Unmarried, White, Male, 0, 0, 38, United-States, <=50K
73, State-gov, 74040, 7th-8th, 4, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 40, United-States, <=50K
42, Self-emp-not-inc, 207392, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 12, United-States, <=50K
29, Private, 221366, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 5013, 0, 40, Germany, <=50K
57, Private, 214061, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
18, Private, 120691, Some-college, 10, Never-married, Other-service, Own-child, Black, Male, 0, 0, 35, ?, <=50K
42, Local-gov, 1125613, HS-grad, 9, Divorced, Other-service, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
28, Local-gov, 210945, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, Black, Female, 0, 0, 60, United-States, <=50K
58, Self-emp-not-inc, 318106, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
24, Private, 239663, 10th, 6, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, Mexico, <=50K
26, Self-emp-inc, 176981, Bachelors, 13, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 50, United-States, <=50K
56, Private, 165315, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 70, ?, <=50K
21, Private, 57711, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K
21, Private, 376929, 5th-6th, 3, Never-married, Priv-house-serv, Not-in-family, White, Female, 0, 0, 40, Mexico, <=50K
32, State-gov, 171111, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 37, United-States, <=50K
28, Private, 227778, Assoc-voc, 11, Never-married, Other-service, Other-relative, Black, Male, 0, 0, 40, United-States, <=50K
56, Private, 101436, HS-grad, 9, Divorced, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Female, 0, 0, 35, United-States, <=50K
31, Private, 183778, Bachelors, 13, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
25, Private, 156334, 10th, 6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
41, Private, 102085, HS-grad, 9, Never-married, Machine-op-inspct, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
52, Self-emp-inc, 51048, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 55, United-States, <=50K
60, Self-emp-not-inc, 148492, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1485, 50, United-States, >50K
19, Private, 229745, HS-grad, 9, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 20, United-States, <=50K
35, Private, 244803, HS-grad, 9, Never-married, Handlers-cleaners, Other-relative, White, Male, 0, 0, 40, Peru, <=50K
21, Private, 115895, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 20, United-States, <=50K
56, Private, 70720, 12th, 8, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
33, Private, 259931, 11th, 7, Separated, Machine-op-inspct, Other-relative, White, Male, 0, 0, 30, United-States, <=50K
40, Private, 145439, 5th-6th, 3, Married-civ-spouse, Other-service, Husband, Other, Male, 4064, 0, 40, Mexico, <=50K
37, Private, 93717, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, White, Female, 7298, 0, 45, United-States, >50K
39, Self-emp-not-inc, 147850, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 30, United-States, <=50K
34, Self-emp-not-inc, 288486, 11th, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
35, Private, 116541, Masters, 14, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 44, United-States, >50K
44, Local-gov, 150171, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
25, Private, 268222, HS-grad, 9, Separated, Handlers-cleaners, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
43, Private, 145711, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 72, United-States, >50K
46, Private, 116666, HS-grad, 9, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
25, Private, 124111, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 38, United-States, <=50K
27, ?, 157624, HS-grad, 9, Separated, ?, Other-relative, White, Female, 0, 0, 40, United-States, <=50K
49, Local-gov, 116892, Bachelors, 13, Divorced, Prof-specialty, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K
32, Private, 54782, Some-college, 10, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 40, United-States, <=50K
37, Private, 262409, Masters, 14, Divorced, Exec-managerial, Unmarried, White, Female, 0, 213, 45, United-States, <=50K
43, Self-emp-inc, 82488, Bachelors, 13, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Female, 0, 0, 40, Philippines, >50K
37, Private, 215503, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 4386, 0, 45, United-States, >50K
28, Private, 46868, Masters, 14, Never-married, Tech-support, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
28, Private, 261725, HS-grad, 9, Never-married, Other-service, Unmarried, White, Female, 0, 0, 40, Mexico, <=50K
21, Private, 315303, Some-college, 10, Never-married, Other-service, Own-child, Black, Male, 0, 0, 20, United-States, <=50K
31, Private, 257863, Some-college, 10, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 15, United-States, <=50K
42, Local-gov, 138077, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 38, United-States, >50K
37, Private, 223433, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
21, Private, 136610, 12th, 8, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 32, United-States, <=50K
32, Private, 151053, Some-college, 10, Never-married, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
61, Private, 98350, Preschool, 1, Married-spouse-absent, Other-service, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 40, China, <=50K
41, Self-emp-inc, 60949, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 55, United-States, <=50K
34, Private, 347166, Doctorate, 16, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 50, United-States, >50K
50, Private, 138358, 10th, 6, Separated, Adm-clerical, Not-in-family, Black, Female, 0, 0, 47, Jamaica, <=50K
24, Private, 111445, HS-grad, 9, Never-married, Sales, Not-in-family, White, Male, 0, 0, 38, United-States, <=50K
48, Private, 196107, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K
66, Private, 117746, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K
69, Self-emp-not-inc, 92472, 10th, 6, Married-spouse-absent, Farming-fishing, Not-in-family, White, Male, 3273, 0, 45, United-States, <=50K
20, Private, 130959, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 20, United-States, <=50K
50, ?, 257117, 9th, 5, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 50, United-States, <=50K
30, Private, 39150, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
30, Local-gov, 44566, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 80, United-States, <=50K
41, Private, 58484, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 40, United-States, <=50K
27, Private, 177072, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, <=50K
34, Private, 127610, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 15, United-States, <=50K
67, Private, 165082, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 38, United-States, <=50K
58, ?, 114362, Some-college, 10, Married-civ-spouse, ?, Husband, Black, Male, 0, 0, 30, United-States, <=50K
43, Private, 180138, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
23, Private, 62278, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, United-States, <=50K
28, Private, 95566, 1st-4th, 2, Married-spouse-absent, Other-service, Own-child, Other, Female, 0, 0, 35, Dominican-Republic, <=50K
61, Private, 225970, HS-grad, 9, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, >50K
19, Private, 216937, HS-grad, 9, Never-married, Handlers-cleaners, Other-relative, Other, Female, 0, 0, 60, Guatemala, <=50K
54, ?, 169785, Masters, 14, Never-married, ?, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
51, Local-gov, 143865, 10th, 6, Widowed, Other-service, Not-in-family, White, Female, 0, 0, 24, United-States, <=50K
20, Private, 195770, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 26, United-States, <=50K
54, Private, 420691, 1st-4th, 2, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, Mexico, <=50K
23, Private, 291407, Some-college, 10, Never-married, Sales, Own-child, Black, Male, 0, 0, 25, United-States, <=50K
44, Federal-gov, 161240, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
66, Self-emp-inc, 150726, 9th, 5, Married-civ-spouse, Exec-managerial, Husband, White, Male, 1409, 0, 1, ?, <=50K
28, Private, 66777, Assoc-voc, 11, Married-civ-spouse, Other-service, Other-relative, White, Female, 3137, 0, 40, United-States, <=50K
22, Private, 194829, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K
34, Private, 293900, 11th, 7, Married-spouse-absent, Craft-repair, Not-in-family, Black, Male, 0, 0, 55, United-States, <=50K
52, Local-gov, 152795, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 52, United-States, >50K
30, Local-gov, 118500, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
53, Private, 386773, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 7298, 0, 40, United-States, >50K
18, Private, 157131, 11th, 7, Never-married, Sales, Own-child, White, Female, 0, 0, 30, United-States, <=50K
32, State-gov, 119033, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, >50K
69, State-gov, 208869, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 11, United-States, <=50K
29, Private, 130856, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States, <=50K
45, Self-emp-not-inc, 34446, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 50, United-States, <=50K
60, Private, 175273, HS-grad, 9, Widowed, Machine-op-inspct, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
42, Private, 153414, Bachelors, 13, Married-civ-spouse, Sales, Husband, Black, Male, 0, 0, 40, United-States, >50K
21, Private, 186314, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
47, State-gov, 187087, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
44, Private, 159960, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
49, Private, 323773, 11th, 7, Married-civ-spouse, Priv-house-serv, Other-relative, White, Female, 0, 0, 40, United-States, <=50K
41, Federal-gov, 57924, Some-college, 10, Never-married, Protective-serv, Own-child, White, Male, 0, 0, 40, United-States, <=50K
43, Private, 316183, 7th-8th, 4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
30, Private, 381153, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
21, ?, 72953, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 40, United-States, <=50K
55, Private, 254627, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K
19, ?, 37332, HS-grad, 9, Never-married, ?, Own-child, White, Female, 1055, 0, 12, United-States, <=50K
62, Self-emp-not-inc, 171315, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, >50K
61, Private, 101265, 12th, 8, Widowed, Machine-op-inspct, Unmarried, White, Female, 0, 0, 40, Italy, <=50K
25, Private, 124111, Bachelors, 13, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K
44, Private, 76196, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, <=50K
37, Private, 31023, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, <=50K
39, Private, 315776, Masters, 14, Never-married, Exec-managerial, Not-in-family, Black, Male, 8614, 0, 52, United-States, >50K
34, Private, 56150, 11th, 7, Never-married, Transport-moving, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
49, Private, 160647, Bachelors, 13, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, >50K
34, Private, 434292, HS-grad, 9, Married-civ-spouse, Other-service, Husband, Black, Male, 0, 0, 30, United-States, <=50K
24, Private, 190968, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 48, United-States, <=50K
56, Local-gov, 52953, Doctorate, 16, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 1669, 38, United-States, <=50K
52, Private, 173987, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
50, Private, 200618, Assoc-acdm, 12, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
74, Private, 129879, HS-grad, 9, Widowed, Adm-clerical, Not-in-family, White, Female, 15831, 0, 40, United-States, >50K
21, Private, 143604, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 29, ?, <=50K
32, Private, 137875, Some-college, 10, Divorced, Sales, Unmarried, White, Female, 0, 0, 30, United-States, <=50K
35, Private, 189382, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
22, Private, 56582, HS-grad, 9, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
43, Private, 198330, Masters, 14, Widowed, Prof-specialty, Unmarried, Black, Female, 0, 0, 37, United-States, <=50K
56, Private, 99359, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 1617, 40, United-States, <=50K
26, Self-emp-not-inc, 68729, HS-grad, 9, Never-married, Sales, Other-relative, Asian-Pac-Islander, Male, 0, 0, 50, United-States, >50K
40, Private, 165309, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 43, United-States, <=50K
50, Local-gov, 97449, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 48, United-States, <=50K
37, Private, 186191, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 45, ?, <=50K
17, ?, 67808, 10th, 6, Never-married, ?, Own-child, White, Male, 0, 0, 40, United-States, <=50K
30, Private, 284395, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, <=50K
39, Self-emp-not-inc, 251323, 9th, 5, Married-civ-spouse, Farming-fishing, Other-relative, White, Male, 0, 0, 40, Cuba, <=50K
42, Private, 287244, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 55, United-States, <=50K
45, Private, 153141, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, ?, <=50K
32, Private, 154087, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
25, Private, 185942, Masters, 14, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 40, United-States, >50K
38, Private, 169926, Assoc-acdm, 12, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 1902, 40, United-States, >50K
23, Private, 228243, Some-college, 10, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 44, United-States, <=50K
39, Private, 454915, HS-grad, 9, Never-married, Handlers-cleaners, Other-relative, White, Male, 0, 0, 40, United-States, <=50K
24, Private, 177287, 12th, 8, Never-married, Other-service, Own-child, White, Female, 0, 0, 38, United-States, <=50K
17, Private, 327127, 11th, 7, Never-married, Transport-moving, Own-child, White, Male, 0, 0, 20, United-States, <=50K
19, Private, 355477, HS-grad, 9, Never-married, Other-service, Own-child, Black, Male, 0, 0, 25, United-States, <=50K
43, Private, 200734, HS-grad, 9, Separated, Other-service, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K
43, Private, 122749, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 55, United-States, <=50K
18, ?, 128538, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 6, United-States, <=50K
18, Private, 324011, 9th, 5, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 20, United-States, <=50K
31, Self-emp-not-inc, 122749, Assoc-voc, 11, Divorced, Craft-repair, Own-child, White, Male, 0, 0, 20, United-States, <=50K
57, Federal-gov, 42298, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, Black, Male, 15024, 0, 40, United-States, >50K
32, Private, 311524, HS-grad, 9, Never-married, Craft-repair, Own-child, Black, Male, 0, 0, 38, United-States, <=50K
